DATE,ACCLASS,INJURY,ACCNUM
2006/12/08,Non-Fatal Injury,None,3
2006/12/10,Non-Fatal Injury,Major,3
2006/12/10,Non-Fatal Injury,Minor,1
2006/12/10,Non-Fatal Injury,None,3
2006/12/11,Non-Fatal Injury,Major,2
2006/12/11,Non-Fatal Injury,Minor,1
2006/12/11,Non-Fatal Injury,None,3
2006/12/13,Non-Fatal Injury,Major,2
2006/12/13,Non-Fatal Injury,None,1
2006/12/16,Non-Fatal Injury,Major,2
2006/12/16,Non-Fatal Injury,Minimal,2
2006/12/16,Non-Fatal Injury,None,2
2006/12/17,Non-Fatal Injury,Major,2
2006/12/17,Non-Fatal Injury,Minor,3
2006/12/17,Non-Fatal Injury,None,3
2006/12/19,Non-Fatal Injury,Major,7
2006/12/19,Non-Fatal Injury,Minor,1
2006/12/19,Non-Fatal Injury,None,4
2006/12/20,Non-Fatal Injury,Major,6
2006/12/20,Non-Fatal Injury,None,2
2006/12/22,Non-Fatal Injury,Major,1
2006/12/22,Non-Fatal Injury,None,1
2006/12/23,Fatal,Fatal,1
2006/12/23,Fatal,None,1
2006/12/23,Non-Fatal Injury,Major,1
2006/12/23,Non-Fatal Injury,Minor,1
2006/12/23,Non-Fatal Injury,None,1
2006/12/24,Fatal,Fatal,1
2006/12/24,Fatal,Minor,1
2006/12/24,Non-Fatal Injury,Major,5
2006/12/24,Non-Fatal Injury,Minor,5
2006/12/24,Non-Fatal Injury,None,6
2006/12/25,Non-Fatal Injury,Major,3
2006/12/25,Non-Fatal Injury,None,3
2006/12/27,Non-Fatal Injury,Major,1
2006/12/27,Non-Fatal Injury,None,1
2006/12/28,Non-Fatal Injury,Major,2
2006/12/31,Non-Fatal Injury,Major,3
2006/12/31,Non-Fatal Injury,Minimal,2
2006/12/31,Non-Fatal Injury,Minor,1
2006/12/31,Non-Fatal Injury,None,2
2007/01/01,Non-Fatal Injury,Major,3
2007/01/01,Non-Fatal Injury,None,4
2007/01/02,Fatal,Fatal,1
2007/01/02,Fatal,None,1
2007/01/03,Non-Fatal Injury,Major,1
2007/01/03,Non-Fatal Injury,Minor,1
2007/01/03,Non-Fatal Injury,None,1
2007/01/04,Non-Fatal Injury,Major,1
2007/01/04,Non-Fatal Injury,None,1
2007/01/05,Non-Fatal Injury,Major,2
2007/01/05,Non-Fatal Injury,Minor,1
2007/01/05,Non-Fatal Injury,None,5
2007/01/06,Non-Fatal Injury,Major,1
2007/01/06,Non-Fatal Injury,Minimal,1
2007/01/06,Non-Fatal Injury,Minor,1
2007/01/06,Non-Fatal Injury,None,2
2007/01/07,Non-Fatal Injury,Major,1
2007/01/09,Non-Fatal Injury,Major,1
2007/01/09,Non-Fatal Injury,None,2
2007/01/10,Non-Fatal Injury,Major,1
2007/01/10,Non-Fatal Injury,None,1
2007/01/12,Non-Fatal Injury,Major,4
2007/01/12,Non-Fatal Injury,None,3
2007/01/14,Non-Fatal Injury,Major,2
2007/01/14,Non-Fatal Injury,None,2
2007/01/15,Non-Fatal Injury,Major,2
2007/01/15,Non-Fatal Injury,Minor,1
2007/01/15,Non-Fatal Injury,None,4
2007/01/16,Non-Fatal Injury,Major,3
2007/01/16,Non-Fatal Injury,Minimal,1
2007/01/16,Non-Fatal Injury,None,6
2007/01/17,Non-Fatal Injury,Major,1
2007/01/17,Non-Fatal Injury,None,1
2007/01/18,Non-Fatal Injury,Major,2
2007/01/18,Non-Fatal Injury,Minor,1
2007/01/18,Non-Fatal Injury,None,2
2007/01/19,Non-Fatal Injury,Major,2
2007/01/19,Non-Fatal Injury,None,3
2007/01/22,Non-Fatal Injury,Major,2
2007/01/22,Non-Fatal Injury,Minor,2
2007/01/22,Non-Fatal Injury,None,1
2007/01/23,Non-Fatal Injury,Major,2
2007/01/23,Non-Fatal Injury,None,4
2007/01/24,Non-Fatal Injury,Major,1
2007/01/24,Non-Fatal Injury,Minimal,2
2007/01/26,Non-Fatal Injury,Major,1
2007/01/26,Non-Fatal Injury,Minor,1
2007/01/26,Non-Fatal Injury,None,1
2007/01/29,Non-Fatal Injury,Major,1
2007/01/29,Non-Fatal Injury,None,2
2007/01/30,Non-Fatal Injury,Major,1
2007/01/30,Non-Fatal Injury,None,1
2007/02/01,Non-Fatal Injury,Major,1
2007/02/02,Non-Fatal Injury,Major,2
2007/02/02,Non-Fatal Injury,Minor,2
2007/02/02,Non-Fatal Injury,None,2
2007/02/03,Non-Fatal Injury,Major,1
2007/02/03,Non-Fatal Injury,None,1
2007/02/05,Fatal,Fatal,1
2007/02/05,Fatal,Minor,3
2007/02/06,Non-Fatal Injury,Major,4
2007/02/06,Non-Fatal Injury,Minor,2
2007/02/06,Non-Fatal Injury,None,4
2007/02/07,Non-Fatal Injury,Major,2
2007/02/07,Non-Fatal Injury,None,2
2007/02/08,Non-Fatal Injury,Major,3
2007/02/08,Non-Fatal Injury,None,3
2007/02/09,Non-Fatal Injury,Major,1
2007/02/09,Non-Fatal Injury,Minor,1
2007/02/09,Non-Fatal Injury,None,4
2007/02/10,Non-Fatal Injury,Major,1
2007/02/10,Non-Fatal Injury,None,4
2007/02/11,Fatal,Fatal,1
2007/02/11,Fatal,None,1
2007/02/12,Non-Fatal Injury,Major,2
2007/02/12,Non-Fatal Injury,None,1
2007/02/13,Non-Fatal Injury,Major,1
2007/02/13,Non-Fatal Injury,None,3
2007/02/14,Fatal,Fatal,1
2007/02/14,Fatal,None,1
2007/02/14,Non-Fatal Injury,Major,1
2007/02/14,Non-Fatal Injury,None,3
2007/02/15,Non-Fatal Injury,Major,2
2007/02/15,Non-Fatal Injury,Minimal,1
2007/02/15,Non-Fatal Injury,None,3
2007/02/16,Non-Fatal Injury,Major,2
2007/02/16,Non-Fatal Injury,Minimal,1
2007/02/16,Non-Fatal Injury,Minor,5
2007/02/16,Non-Fatal Injury,None,3
2007/02/18,Non-Fatal Injury,Major,1
2007/02/18,Non-Fatal Injury,None,1
2007/02/19,Fatal,Fatal,1
2007/02/19,Fatal,None,1
2007/02/19,Non-Fatal Injury,Major,1
2007/02/19,Non-Fatal Injury,None,1
2007/02/21,Non-Fatal Injury,Major,1
2007/02/21,Non-Fatal Injury,None,5
2007/02/23,Non-Fatal Injury,Major,1
2007/02/23,Non-Fatal Injury,None,1
2007/02/24,Non-Fatal Injury,Major,1
2007/02/24,Non-Fatal Injury,Minimal,1
2007/02/24,Non-Fatal Injury,None,1
2007/02/25,Non-Fatal Injury,Major,5
2007/02/25,Non-Fatal Injury,None,5
2007/02/28,Non-Fatal Injury,Major,4
2007/02/28,Non-Fatal Injury,Minimal,2
2007/02/28,Non-Fatal Injury,None,4
2007/03/01,Non-Fatal Injury,Major,1
2007/03/01,Non-Fatal Injury,None,4
2007/03/03,Non-Fatal Injury,Major,4
2007/03/03,Non-Fatal Injury,None,4
2007/03/04,Non-Fatal Injury,Major,2
2007/03/05,Non-Fatal Injury,Major,3
2007/03/05,Non-Fatal Injury,Minor,1
2007/03/05,Non-Fatal Injury,None,6
2007/03/06,Fatal,Fatal,1
2007/03/06,Fatal,Minimal,1
2007/03/06,Fatal,None,4
2007/03/07,Fatal,Fatal,1
2007/03/07,Fatal,Minor,1
2007/03/07,Non-Fatal Injury,Major,2
2007/03/07,Non-Fatal Injury,Minor,1
2007/03/07,Non-Fatal Injury,None,2
2007/03/09,Fatal,Fatal,1
2007/03/09,Fatal,None,1
2007/03/09,Non-Fatal Injury,Major,1
2007/03/09,Non-Fatal Injury,None,1
2007/03/11,Non-Fatal Injury,Major,1
2007/03/11,Non-Fatal Injury,None,1
2007/03/13,Non-Fatal Injury,Major,2
2007/03/13,Non-Fatal Injury,None,1
2007/03/14,Non-Fatal Injury,Major,3
2007/03/14,Non-Fatal Injury,Minimal,2
2007/03/14,Non-Fatal Injury,None,7
2007/03/16,Non-Fatal Injury,Major,1
2007/03/16,Non-Fatal Injury,None,1
2007/03/17,Non-Fatal Injury,Major,1
2007/03/17,Non-Fatal Injury,None,3
2007/03/19,Non-Fatal Injury,Major,2
2007/03/19,Non-Fatal Injury,None,2
2007/03/22,Non-Fatal Injury,Major,2
2007/03/22,Non-Fatal Injury,None,3
2007/03/23,Non-Fatal Injury,Major,2
2007/03/23,Non-Fatal Injury,None,4
2007/03/24,Non-Fatal Injury,Major,1
2007/03/24,Non-Fatal Injury,Minimal,1
2007/03/24,Non-Fatal Injury,None,1
2007/03/27,Non-Fatal Injury,Major,2
2007/03/27,Non-Fatal Injury,None,4
2007/03/28,Non-Fatal Injury,Major,1
2007/03/28,Non-Fatal Injury,None,5
2007/03/30,Fatal,Fatal,1
2007/03/30,Fatal,None,1
2007/03/30,Non-Fatal Injury,Major,2
2007/03/30,Non-Fatal Injury,Minimal,1
2007/03/30,Non-Fatal Injury,None,4
2007/03/31,Fatal,Fatal,1
2007/03/31,Fatal,Minimal,1
2007/04/02,Fatal,Fatal,1
2007/04/02,Fatal,None,4
2007/04/03,Non-Fatal Injury,Major,1
2007/04/03,Non-Fatal Injury,None,1
2007/04/05,Non-Fatal Injury,Major,1
2007/04/05,Non-Fatal Injury,None,1
2007/04/08,Non-Fatal Injury,Major,1
2007/04/08,Non-Fatal Injury,Minor,6
2007/04/10,Non-Fatal Injury,Major,1
2007/04/10,Non-Fatal Injury,None,1
2007/04/11,Fatal,Fatal,1
2007/04/11,Fatal,Minor,1
2007/04/13,Non-Fatal Injury,Major,1
2007/04/13,Non-Fatal Injury,Minor,2
2007/04/13,Non-Fatal Injury,None,2
2007/04/14,Non-Fatal Injury,Major,2
2007/04/14,Non-Fatal Injury,Minimal,1
2007/04/14,Non-Fatal Injury,Minor,1
2007/04/14,Non-Fatal Injury,None,3
2007/04/15,Non-Fatal Injury,Major,1
2007/04/15,Non-Fatal Injury,Minimal,3
2007/04/15,Non-Fatal Injury,None,1
2007/04/17,Fatal,Fatal,1
2007/04/17,Fatal,Major,1
2007/04/17,Non-Fatal Injury,Major,4
2007/04/17,Non-Fatal Injury,Minimal,1
2007/04/17,Non-Fatal Injury,Minor,4
2007/04/17,Non-Fatal Injury,None,11
2007/04/18,Non-Fatal Injury,Major,1
2007/04/18,Non-Fatal Injury,Minor,3
2007/04/20,Non-Fatal Injury,Major,2
2007/04/20,Non-Fatal Injury,Minor,1
2007/04/20,Non-Fatal Injury,None,1
2007/04/21,Non-Fatal Injury,Major,2
2007/04/21,Non-Fatal Injury,None,3
2007/04/22,Fatal,Fatal,1
2007/04/22,Fatal,None,1
2007/04/22,Non-Fatal Injury,Major,1
2007/04/22,Non-Fatal Injury,Minimal,1
2007/04/22,Non-Fatal Injury,None,2
2007/04/28,Non-Fatal Injury,Major,4
2007/04/28,Non-Fatal Injury,Minor,4
2007/04/28,Non-Fatal Injury,None,3
2007/04/29,Non-Fatal Injury,Major,1
2007/04/29,Non-Fatal Injury,None,1
2007/04/30,Non-Fatal Injury,Major,2
2007/04/30,Non-Fatal Injury,Minor,1
2007/04/30,Non-Fatal Injury,None,2
2007/05/01,Non-Fatal Injury,Major,1
2007/05/01,Non-Fatal Injury,Minor,3
2007/05/03,Non-Fatal Injury,Major,1
2007/05/03,Non-Fatal Injury,None,1
2007/05/06,Non-Fatal Injury,Major,1
2007/05/06,Non-Fatal Injury,None,2
2007/05/07,Non-Fatal Injury,Major,3
2007/05/07,Non-Fatal Injury,Minimal,5
2007/05/07,Non-Fatal Injury,Minor,4
2007/05/07,Non-Fatal Injury,None,3
2007/05/08,Non-Fatal Injury,Major,2
2007/05/08,Non-Fatal Injury,Minimal,1
2007/05/08,Non-Fatal Injury,None,1
2007/05/09,Non-Fatal Injury,Major,3
2007/05/09,Non-Fatal Injury,None,3
2007/05/10,Non-Fatal Injury,Major,1
2007/05/10,Non-Fatal Injury,None,1
2007/05/11,Non-Fatal Injury,Major,2
2007/05/11,Non-Fatal Injury,Minimal,3
2007/05/11,Non-Fatal Injury,Minor,2
2007/05/14,Non-Fatal Injury,Major,1
2007/05/14,Non-Fatal Injury,None,1
2007/05/15,Non-Fatal Injury,Major,1
2007/05/15,Non-Fatal Injury,None,2
2007/05/16,Non-Fatal Injury,Major,1
2007/05/16,Non-Fatal Injury,None,2
2007/05/17,Non-Fatal Injury,Major,1
2007/05/17,Non-Fatal Injury,Minimal,1
2007/05/17,Non-Fatal Injury,None,2
2007/05/18,Non-Fatal Injury,Major,3
2007/05/18,Non-Fatal Injury,Minimal,1
2007/05/18,Non-Fatal Injury,Minor,1
2007/05/18,Non-Fatal Injury,None,5
2007/05/20,Fatal,Fatal,1
2007/05/20,Fatal,None,1
2007/05/20,Non-Fatal Injury,Major,1
2007/05/20,Non-Fatal Injury,Minimal,1
2007/05/20,Non-Fatal Injury,Minor,1
2007/05/20,Non-Fatal Injury,None,1
2007/05/21,Non-Fatal Injury,Major,1
2007/05/21,Non-Fatal Injury,None,5
2007/05/22,Non-Fatal Injury,Major,2
2007/05/22,Non-Fatal Injury,None,2
2007/05/23,Non-Fatal Injury,Major,1
2007/05/23,Non-Fatal Injury,Minimal,4
2007/05/24,Non-Fatal Injury,Major,3
2007/05/24,Non-Fatal Injury,None,1
2007/05/27,Non-Fatal Injury,Major,1
2007/05/27,Non-Fatal Injury,None,2
2007/05/28,Non-Fatal Injury,Major,3
2007/05/28,Non-Fatal Injury,None,4
2007/06/01,Fatal,Fatal,1
2007/06/01,Fatal,None,3
2007/06/02,Fatal,Fatal,4
2007/06/02,Fatal,Minimal,2
2007/06/02,Non-Fatal Injury,Major,1
2007/06/02,Non-Fatal Injury,None,1
2007/06/03,Non-Fatal Injury,Major,2
2007/06/03,Non-Fatal Injury,None,2
2007/06/06,Non-Fatal Injury,Major,1
2007/06/06,Non-Fatal Injury,None,1
2007/06/07,Non-Fatal Injury,Major,1
2007/06/08,Fatal,Fatal,1
2007/06/08,Fatal,None,2
2007/06/08,Non-Fatal Injury,Major,1
2007/06/08,Non-Fatal Injury,None,1
2007/06/09,Non-Fatal Injury,Major,1
2007/06/09,Non-Fatal Injury,None,1
2007/06/10,Non-Fatal Injury,Major,1
2007/06/10,Non-Fatal Injury,None,5
2007/06/13,Non-Fatal Injury,Major,1
2007/06/13,Non-Fatal Injury,Minor,2
2007/06/13,Non-Fatal Injury,None,1
2007/06/14,Fatal,Fatal,1
2007/06/14,Fatal,None,1
2007/06/14,Non-Fatal Injury,Major,2
2007/06/14,Non-Fatal Injury,None,2
2007/06/15,Non-Fatal Injury,Major,1
2007/06/15,Non-Fatal Injury,Minor,1
2007/06/15,Non-Fatal Injury,None,1
2007/06/17,Non-Fatal Injury,Major,1
2007/06/17,Non-Fatal Injury,None,4
2007/06/18,Non-Fatal Injury,Major,1
2007/06/18,Non-Fatal Injury,None,1
2007/06/20,Non-Fatal Injury,Major,2
2007/06/20,Non-Fatal Injury,None,1
2007/06/21,Non-Fatal Injury,Major,3
2007/06/21,Non-Fatal Injury,Minimal,1
2007/06/21,Non-Fatal Injury,Minor,3
2007/06/21,Non-Fatal Injury,None,5
2007/06/22,Non-Fatal Injury,Major,4
2007/06/22,Non-Fatal Injury,Minimal,1
2007/06/22,Non-Fatal Injury,None,8
2007/06/23,Non-Fatal Injury,Major,2
2007/06/23,Non-Fatal Injury,Minimal,1
2007/06/23,Non-Fatal Injury,None,1
2007/06/24,Non-Fatal Injury,Major,1
2007/06/24,Non-Fatal Injury,None,1
2007/06/25,Non-Fatal Injury,Major,2
2007/06/25,Non-Fatal Injury,Minor,1
2007/06/25,Non-Fatal Injury,None,2
2007/06/26,Non-Fatal Injury,Major,6
2007/06/26,Non-Fatal Injury,Minor,2
2007/06/26,Non-Fatal Injury,None,7
2007/06/27,Non-Fatal Injury,Major,1
2007/06/28,Non-Fatal Injury,Major,1
2007/06/28,Non-Fatal Injury,None,1
2007/06/29,Non-Fatal Injury,Major,1
2007/06/29,Non-Fatal Injury,Minimal,1
2007/06/29,Non-Fatal Injury,None,2
2007/06/30,Fatal,Fatal,1
2007/06/30,Non-Fatal Injury,Major,2
2007/06/30,Non-Fatal Injury,None,2
2007/07/01,Fatal,Fatal,1
2007/07/01,Fatal,Minimal,1
2007/07/01,Non-Fatal Injury,Major,1
2007/07/01,Non-Fatal Injury,None,3
2007/07/02,Non-Fatal Injury,Major,4
2007/07/02,Non-Fatal Injury,Minimal,1
2007/07/02,Non-Fatal Injury,Minor,2
2007/07/02,Non-Fatal Injury,None,1
2007/07/03,Non-Fatal Injury,Major,2
2007/07/03,Non-Fatal Injury,Minor,2
2007/07/03,Non-Fatal Injury,None,9
2007/07/04,Non-Fatal Injury,Major,2
2007/07/04,Non-Fatal Injury,Minimal,3
2007/07/04,Non-Fatal Injury,None,1
2007/07/05,Fatal,Fatal,1
2007/07/05,Fatal,Minor,1
2007/07/05,Fatal,None,1
2007/07/06,Non-Fatal Injury,Major,1
2007/07/06,Non-Fatal Injury,Minor,1
2007/07/07,Non-Fatal Injury,Major,1
2007/07/07,Non-Fatal Injury,None,1
2007/07/08,Non-Fatal Injury,Major,2
2007/07/08,Non-Fatal Injury,None,2
2007/07/10,Non-Fatal Injury,Major,1
2007/07/10,Non-Fatal Injury,Minimal,1
2007/07/10,Non-Fatal Injury,None,4
2007/07/11,Fatal,Fatal,1
2007/07/11,Fatal,Major,1
2007/07/11,Fatal,None,1
2007/07/11,Non-Fatal Injury,Major,2
2007/07/11,Non-Fatal Injury,None,5
2007/07/12,Non-Fatal Injury,Major,2
2007/07/12,Non-Fatal Injury,None,3
2007/07/14,Non-Fatal Injury,Major,1
2007/07/14,Non-Fatal Injury,None,1
2007/07/15,Non-Fatal Injury,Major,2
2007/07/15,Non-Fatal Injury,Minor,1
2007/07/16,Non-Fatal Injury,Major,1
2007/07/16,Non-Fatal Injury,Minor,2
2007/07/18,Fatal,Fatal,1
2007/07/18,Fatal,Major,1
2007/07/18,Fatal,Minor,6
2007/07/18,Fatal,None,2
2007/07/18,Non-Fatal Injury,Major,2
2007/07/18,Non-Fatal Injury,Minor,1
2007/07/18,Non-Fatal Injury,None,4
2007/07/20,Non-Fatal Injury,Major,3
2007/07/20,Non-Fatal Injury,Minimal,1
2007/07/20,Non-Fatal Injury,None,4
2007/07/21,Non-Fatal Injury,Major,2
2007/07/21,Non-Fatal Injury,None,2
2007/07/22,Non-Fatal Injury,Major,3
2007/07/22,Non-Fatal Injury,Minimal,6
2007/07/22,Non-Fatal Injury,Minor,1
2007/07/22,Non-Fatal Injury,None,10
2007/07/23,Non-Fatal Injury,Major,1
2007/07/23,Non-Fatal Injury,None,1
2007/07/24,Non-Fatal Injury,Major,1
2007/07/24,Non-Fatal Injury,None,2
2007/07/25,Non-Fatal Injury,Major,2
2007/07/25,Non-Fatal Injury,Minimal,2
2007/07/25,Non-Fatal Injury,None,4
2007/07/26,Non-Fatal Injury,Major,2
2007/07/26,Non-Fatal Injury,None,2
2007/07/27,Non-Fatal Injury,Major,2
2007/07/27,Non-Fatal Injury,None,4
2007/07/28,Non-Fatal Injury,Major,1
2007/07/28,Non-Fatal Injury,None,1
2007/07/29,Non-Fatal Injury,Major,2
2007/07/29,Non-Fatal Injury,None,6
2007/07/30,Non-Fatal Injury,Major,1
2007/07/30,Non-Fatal Injury,Minimal,1
2007/07/30,Non-Fatal Injury,None,2
2007/08/01,Non-Fatal Injury,Major,1
2007/08/01,Non-Fatal Injury,Minimal,2
2007/08/01,Non-Fatal Injury,None,1
2007/08/03,Non-Fatal Injury,Major,3
2007/08/03,Non-Fatal Injury,None,7
2007/08/05,Fatal,Fatal,1
2007/08/05,Fatal,None,2
2007/08/07,Non-Fatal Injury,Major,1
2007/08/07,Non-Fatal Injury,None,1
2007/08/09,Non-Fatal Injury,Major,3
2007/08/09,Non-Fatal Injury,None,1
2007/08/10,Non-Fatal Injury,Major,2
2007/08/10,Non-Fatal Injury,Minimal,1
2007/08/10,Non-Fatal Injury,Minor,1
2007/08/10,Non-Fatal Injury,None,1
2007/08/11,Non-Fatal Injury,Major,3
2007/08/11,Non-Fatal Injury,Minimal,3
2007/08/11,Non-Fatal Injury,Minor,2
2007/08/11,Non-Fatal Injury,None,3
2007/08/13,Fatal,Fatal,2
2007/08/13,Fatal,Major,1
2007/08/13,Fatal,Minor,2
2007/08/13,Fatal,None,1
2007/08/16,Non-Fatal Injury,Major,4
2007/08/16,Non-Fatal Injury,None,4
2007/08/17,Non-Fatal Injury,Major,2
2007/08/17,Non-Fatal Injury,Minor,1
2007/08/17,Non-Fatal Injury,None,5
2007/08/18,Non-Fatal Injury,Major,3
2007/08/18,Non-Fatal Injury,None,3
2007/08/19,Non-Fatal Injury,Major,1
2007/08/19,Non-Fatal Injury,None,1
2007/08/20,Non-Fatal Injury,Major,1
2007/08/20,Non-Fatal Injury,None,1
2007/08/22,Non-Fatal Injury,Major,1
2007/08/22,Non-Fatal Injury,None,1
2007/08/23,Non-Fatal Injury,Major,1
2007/08/23,Non-Fatal Injury,None,2
2007/08/24,Non-Fatal Injury,Major,1
2007/08/24,Non-Fatal Injury,None,1
2007/08/27,Non-Fatal Injury,Major,1
2007/08/27,Non-Fatal Injury,None,2
2007/08/28,Fatal,Fatal,1
2007/08/28,Fatal,None,1
2007/08/28,Non-Fatal Injury,Major,2
2007/08/28,Non-Fatal Injury,None,6
2007/08/30,Fatal,Fatal,1
2007/08/30,Non-Fatal Injury,Major,1
2007/08/30,Non-Fatal Injury,None,1
2007/08/31,Non-Fatal Injury,Major,2
2007/08/31,Non-Fatal Injury,Minor,5
2007/08/31,Non-Fatal Injury,None,10
2007/09/01,Non-Fatal Injury,Major,4
2007/09/01,Non-Fatal Injury,Minimal,6
2007/09/01,Non-Fatal Injury,Minor,4
2007/09/01,Non-Fatal Injury,None,10
2007/09/02,Fatal,Fatal,2
2007/09/02,Fatal,None,1
2007/09/02,Non-Fatal Injury,Major,2
2007/09/02,Non-Fatal Injury,Minimal,1
2007/09/02,Non-Fatal Injury,Minor,2
2007/09/02,Non-Fatal Injury,None,4
2007/09/03,Non-Fatal Injury,Major,2
2007/09/03,Non-Fatal Injury,None,4
2007/09/04,Non-Fatal Injury,Major,2
2007/09/04,Non-Fatal Injury,None,2
2007/09/05,Non-Fatal Injury,Major,3
2007/09/05,Non-Fatal Injury,Minimal,1
2007/09/05,Non-Fatal Injury,None,1
2007/09/06,Non-Fatal Injury,Major,2
2007/09/06,Non-Fatal Injury,None,2
2007/09/07,Non-Fatal Injury,Major,2
2007/09/07,Non-Fatal Injury,Minor,1
2007/09/07,Non-Fatal Injury,None,2
2007/09/08,Non-Fatal Injury,Major,1
2007/09/08,Non-Fatal Injury,None,1
2007/09/09,Non-Fatal Injury,Major,2
2007/09/09,Non-Fatal Injury,Minor,2
2007/09/09,Non-Fatal Injury,None,2
2007/09/10,Non-Fatal Injury,Major,1
2007/09/10,Non-Fatal Injury,None,1
2007/09/11,Non-Fatal Injury,Major,2
2007/09/11,Non-Fatal Injury,None,2
2007/09/13,Fatal,Fatal,1
2007/09/13,Fatal,None,1
2007/09/13,Non-Fatal Injury,Major,1
2007/09/13,Non-Fatal Injury,None,1
2007/09/14,Non-Fatal Injury,Major,4
2007/09/14,Non-Fatal Injury,Minimal,3
2007/09/14,Non-Fatal Injury,None,8
2007/09/15,Non-Fatal Injury,Major,1
2007/09/15,Non-Fatal Injury,None,2
2007/09/18,Fatal,Fatal,1
2007/09/18,Fatal,Major,1
2007/09/18,Non-Fatal Injury,Major,3
2007/09/18,Non-Fatal Injury,Minimal,1
2007/09/18,Non-Fatal Injury,None,5
2007/09/19,Non-Fatal Injury,Major,1
2007/09/19,Non-Fatal Injury,Minimal,1
2007/09/20,Fatal,Fatal,2
2007/09/20,Fatal,Minimal,2
2007/09/20,Fatal,Minor,4
2007/09/20,Fatal,None,1
2007/09/20,Non-Fatal Injury,Major,3
2007/09/20,Non-Fatal Injury,None,2
2007/09/21,Non-Fatal Injury,Major,1
2007/09/21,Non-Fatal Injury,None,1
2007/09/22,Non-Fatal Injury,Major,2
2007/09/22,Non-Fatal Injury,None,5
2007/09/24,Non-Fatal Injury,Major,2
2007/09/24,Non-Fatal Injury,None,3
2007/09/26,Non-Fatal Injury,Major,3
2007/09/26,Non-Fatal Injury,None,5
2007/09/27,Non-Fatal Injury,Major,1
2007/09/27,Non-Fatal Injury,Minimal,1
2007/09/27,Non-Fatal Injury,None,1
2007/09/28,Fatal,Fatal,1
2007/09/28,Fatal,None,1
2007/09/28,Non-Fatal Injury,Major,2
2007/09/28,Non-Fatal Injury,None,2
2007/09/29,Non-Fatal Injury,Major,1
2007/09/29,Non-Fatal Injury,Minor,2
2007/09/29,Non-Fatal Injury,None,1
2007/09/30,Non-Fatal Injury,Major,1
2007/09/30,Non-Fatal Injury,Minimal,1
2007/09/30,Non-Fatal Injury,Minor,2
2007/09/30,Non-Fatal Injury,None,2
2007/10/01,Fatal,Fatal,1
2007/10/01,Fatal,None,1
2007/10/02,Non-Fatal Injury,Major,1
2007/10/02,Non-Fatal Injury,Minor,1
2007/10/03,Non-Fatal Injury,Major,1
2007/10/03,Non-Fatal Injury,None,1
2007/10/05,Non-Fatal Injury,Major,1
2007/10/05,Non-Fatal Injury,Minimal,2
2007/10/05,Non-Fatal Injury,None,1
2007/10/06,Non-Fatal Injury,Major,1
2007/10/06,Non-Fatal Injury,None,2
2007/10/08,Non-Fatal Injury,Major,1
2007/10/08,Non-Fatal Injury,None,1
2007/10/09,Non-Fatal Injury,Major,2
2007/10/09,Non-Fatal Injury,Minor,1
2007/10/09,Non-Fatal Injury,None,2
2007/10/10,Fatal,Fatal,2
2007/10/10,Fatal,None,1
2007/10/10,Non-Fatal Injury,Major,4
2007/10/10,Non-Fatal Injury,None,3
2007/10/11,Non-Fatal Injury,Major,1
2007/10/11,Non-Fatal Injury,None,1
2007/10/13,Non-Fatal Injury,Major,1
2007/10/13,Non-Fatal Injury,None,2
2007/10/14,Non-Fatal Injury,Major,1
2007/10/14,Non-Fatal Injury,None,1
2007/10/15,Non-Fatal Injury,Major,1
2007/10/15,Non-Fatal Injury,Minor,1
2007/10/15,Non-Fatal Injury,None,1
2007/10/18,Non-Fatal Injury,Major,1
2007/10/18,Non-Fatal Injury,Minimal,1
2007/10/18,Non-Fatal Injury,Minor,1
2007/10/18,Non-Fatal Injury,None,1
2007/10/19,Fatal,Fatal,2
2007/10/19,Fatal,Major,1
2007/10/19,Fatal,None,1
2007/10/21,Non-Fatal Injury,Major,3
2007/10/21,Non-Fatal Injury,None,6
2007/10/22,Non-Fatal Injury,Major,3
2007/10/22,Non-Fatal Injury,None,3
2007/10/23,Non-Fatal Injury,Major,1
2007/10/23,Non-Fatal Injury,None,1
2007/10/24,Non-Fatal Injury,Major,1
2007/10/24,Non-Fatal Injury,None,1
2007/10/25,Non-Fatal Injury,Major,1
2007/10/25,Non-Fatal Injury,Minimal,1
2007/10/26,Non-Fatal Injury,Major,1
2007/10/26,Non-Fatal Injury,None,1
2007/10/29,Non-Fatal Injury,Major,1
2007/10/31,Non-Fatal Injury,Major,1
2007/10/31,Non-Fatal Injury,None,3
2007/11/01,Non-Fatal Injury,Major,2
2007/11/01,Non-Fatal Injury,None,1
2007/11/02,Non-Fatal Injury,Major,1
2007/11/02,Non-Fatal Injury,None,1
2007/11/03,Non-Fatal Injury,Major,2
2007/11/03,Non-Fatal Injury,None,1
2007/11/04,Non-Fatal Injury,Major,1
2007/11/04,Non-Fatal Injury,None,1
2007/11/05,Non-Fatal Injury,Major,1
2007/11/05,Non-Fatal Injury,None,1
2007/11/06,Fatal,Fatal,1
2007/11/06,Fatal,None,1
2007/11/06,Non-Fatal Injury,Major,3
2007/11/06,Non-Fatal Injury,Minor,1
2007/11/06,Non-Fatal Injury,None,3
2007/11/07,Non-Fatal Injury,Major,3
2007/11/07,Non-Fatal Injury,None,2
2007/11/08,Non-Fatal Injury,Major,4
